Id,Date,TotalSteps,Calories,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,TotalMinutesSleep,TotalTimeInBed
1624580081,2016-05-08,3427,1427,0,0,152,,
1624580081,2016-05-09,1732,1328,0,0,91,,
1624580081,2016-05-10,2969,1393,0,0,139,,
1624580081,2016-05-11,3134,1359,0,0,112,,
1624580081,2016-05-12,2971,1002,0,0,107,,
1644430081,2016-04-12,10694,3199,2,51,256,,
1644430081,2016-04-13,8001,2902,30,16,135,,
1644430081,2016-04-14,11037,3226,5,58,252,,
1644430081,2016-04-15,5263,2750,3,4,170,,
1644430081,2016-04-16,15300,3493,51,42,212,,
1644430081,2016-04-17,8757,3011,29,13,186,,
1644430081,2016-04-18,7132,2806,15,33,121,,
1644430081,2016-04-19,11256,3300,5,58,278,,
1644430081,2016-04-20,2436,2430,0,0,125,,
1644430081,2016-04-21,1223,2140,0,0,38,,
1644430081,2016-04-22,3673,2344,0,0,86,,
1644430081,2016-04-23,6637,2677,0,15,160,,
1644430081,2016-04-24,3321,2413,0,0,89,,
1644430081,2016-04-25,3580,2497,8,1,94,,
1644430081,2016-04-26,9919,3123,11,41,223,,
1644430081,2016-04-27,3032,2489,0,0,118,,
1644430081,2016-04-28,9405,3108,3,53,227,,
1644430081,2016-04-29,3176,2498,0,0,120,119,127
1644430081,2016-04-30,18213,3846,9,71,402,124,142
1644430081,2016-05-01,6132,2696,3,24,146,,
1644430081,2016-05-02,3758,2580,1,7,148,796,961
1644430081,2016-05-03,12850,3324,10,94,221,,
1644430081,2016-05-04,2309,2222,0,0,52,,
1644430081,2016-05-05,4363,2463,6,12,81,,
1644430081,2016-05-06,9787,3328,11,6,369,,
1644430081,2016-05-07,13372,3404,41,17,243,,
1644430081,2016-05-08,6724,2987,0,0,295,137,154
1644430081,2016-05-09,6643,3008,32,6,303,,
1644430081,2016-05-10,9167,2799,12,19,155,,
1644430081,2016-05-11,1329,1276,0,0,49,,
1844505072,2016-04-12,6697,2030,0,0,339,,
1844505072,2016-04-13,4929,1860,0,0,248,,
1844505072,2016-04-14,7937,2130,0,0,373,,
1844505072,2016-04-15,3844,1725,0,0,176,644,961
1844505072,2016-04-16,3414,1657,0,0,147,,
1844505072,2016-04-17,4525,1793,2,8,199,,
1844505072,2016-04-18,4597,1814,0,12,217,,
1844505072,2016-04-19,197,1366,0,0,10,,
1844505072,2016-04-20,8,1349,0,0,1,,
1844505072,2016-04-21,8054,2062,2,13,308,,
1844505072,2016-04-22,5372,1827,0,0,220,,
1844505072,2016-04-23,3570,1645,0,0,139,,
1844505072,2016-04-24,0,1347,0,0,0,,
1844505072,2016-04-25,0,1347,0,0,0,,
1844505072,2016-04-26,0,1347,0,0,0,,
1844505072,2016-04-27,4,1348,0,0,1,,
1844505072,2016-04-28,6907,1992,0,0,302,,
1844505072,2016-04-29,4920,1856,0,0,247,,
1844505072,2016-04-30,4014,1763,0,0,184,722,961
1844505072,2016-05-01,2573,1541,0,7,75,590,961
1844505072,2016-05-02,0,1348,0,0,0,,
1844505072,2016-05-03,4059,1742,0,0,184,,
1844505072,2016-05-04,2080,1549,0,0,87,,
1844505072,2016-05-05,2237,1589,0,0,120,,
1844505072,2016-05-06,44,1351,0,0,2,,
1844505072,2016-05-07,0,1347,0,0,0,,
1844505072,2016-05-08,0,1347,0,0,0,,
1844505072,2016-05-09,0,1347,0,0,0,,
1844505072,2016-05-10,0,1347,0,0,0,,
1844505072,2016-05-11,0,1347,0,0,0,,
1844505072,2016-05-12,0,665,0,0,0,,
1927972279,2016-04-12,678,2220,0,0,55,750,775
1927972279,2016-04-13,356,2151,0,0,32,398,422
1927972279,2016-04-14,2163,2383,0,9,88,,
1927972279,2016-04-15,980,2221,0,0,51,475,499
1927972279,2016-04-16,0,2064,0,0,0,,
1927972279,2016-04-17,0,2063,0,0,0,,
1927972279,2016-04-18,244,2111,0,0,17,,
1927972279,2016-04-19,0,2063,0,0,0,,
1927972279,2016-04-20,0,2063,0,0,0,,
1927972279,2016-04-21,0,2064,0,0,0,,
1927972279,2016-04-22,149,2093,0,0,10,,
1927972279,2016-04-23,2945,2499,0,0,145,,
1927972279,2016-04-24,2090,2324,1,6,75,,
1927972279,2016-04-25,152,2100,0,0,12,,
1927972279,2016-04-26,3761,2638,0,0,192,296,315
1927972279,2016-04-27,0,2063,0,0,0,,
1927972279,2016-04-28,1675,2351,0,0,95,166,178
1927972279,2016-04-29,0,2063,0,0,0,,
1927972279,2016-04-30,0,2064,0,0,0,,
1927972279,2016-05-01,2704,2411,14,1,70,,
1927972279,2016-05-02,3790,2505,16,8,94,,
1927972279,2016-05-03,1326,2195,10,0,17,,
1927972279,2016-05-04,1786,2338,0,0,87,,
1927972279,2016-05-05,0,2063,0,0,0,,
1927972279,2016-05-06,2091,2383,0,0,108,,
1927972279,2016-05-07,1510,2229,0,0,48,,
1927972279,2016-05-08,0,2063,0,0,0,,
1927972279,2016-05-09,0,2063,0,0,0,,
1927972279,2016-05-10,0,2063,0,0,0,,
1927972279,2016-05-11,0,2063,0,0,0,,
1927972279,2016-05-12,0,1383,0,0,0,,
2022484408,2016-04-12,11875,2390,42,14,227,,
2022484408,2016-04-13,12024,2601,43,5,292,,
2022484408,2016-04-14,10690,2312,32,3,257,,
2022484408,2016-04-15,11034,2525,27,9,282,,
2022484408,2016-04-16,10100,2177,41,11,151,,
2022484408,2016-04-17,15112,2782,28,29,331,,
2022484408,2016-04-18,14131,2770,48,3,311,,
2022484408,2016-04-19,11548,2489,31,7,250,,
2022484408,2016-04-20,15112,2897,48,63,276,,
2022484408,2016-04-21,12453,3158,104,53,255,,
2022484408,2016-04-22,12954,2638,52,10,273,,
2022484408,2016-04-23,6001,2069,0,0,249,,
2022484408,2016-04-24,13481,2529,37,26,216,,
2022484408,2016-04-25,11369,2470,44,8,217,,
2022484408,2016-04-26,10119,2793,55,24,275,,
2022484408,2016-04-27,10159,2463,19,20,282,,
2022484408,2016-04-28,10140,2296,6,20,291,,
2022484408,2016-04-29,10245,2611,21,40,281,,
2022484408,2016-04-30,18387,2732,13,23,361,,
2022484408,2016-05-01,10538,2380,25,28,245,,
2022484408,2016-05-02,10379,2473,36,8,277,,
2022484408,2016-05-03,12183,2752,72,14,250,,
2022484408,2016-05-04,11768,2649,36,27,272,,
2022484408,2016-05-05,11895,2609,55,20,253,,
2022484408,2016-05-06,10227,2498,24,17,295,,
2022484408,2016-05-07,6708,1995,20,2,149,,
2022484408,2016-05-08,3292,1848,0,0,135,,
2022484408,2016-05-09,13379,2709,35,47,297,,
2022484408,2016-05-10,12798,2797,57,28,271,,
2022484408,2016-05-11,13272,2544,58,25,224,,
2022484408,2016-05-12,9117,1853,16,16,236,,
2026352035,2016-04-12,4414,1459,3,8,181,503,546
2026352035,2016-04-13,4993,1521,0,0,238,531,565
2026352035,2016-04-14,3335,1431,0,0,197,545,568
2026352035,2016-04-15,3821,1444,0,0,188,523,573
2026352035,2016-04-16,2547,1373,0,0,150,524,567
2026352035,2016-04-17,838,1214,0,0,60,437,498
2026352035,2016-04-18,3325,1419,0,0,182,,
2026352035,2016-04-19,2424,1356,0,0,141,498,540
2026352035,2016-04-20,7222,1667,0,0,327,461,510
2026352035,2016-04-21,2467,1370,0,0,153,477,514
2026352035,2016-04-22,2915,1399,0,0,162,520,545
2026352035,2016-04-23,12357,1916,0,0,432,522,554
2026352035,2016-04-24,3490,1401,0,0,164,555,591
2026352035,2016-04-25,6017,1576,0,0,260,506,531
2026352035,2016-04-26,5933,1595,0,0,288,,
2026352035,2016-04-27,6088,1593,0,0,286,508,545
2026352035,2016-04-28,6375,1649,0,0,331,513,545
2026352035,2016-04-29,7604,1692,0,0,352,490,510
2026352035,2016-04-30,4729,1506,0,0,233,573,607
2026352035,2016-05-01,3609,1447,0,0,191,527,546
2026352035,2016-05-02,7018,1690,0,0,355,511,543
2026352035,2016-05-03,5992,1604,0,0,304,,
2026352035,2016-05-04,6564,1658,0,0,345,538,560
2026352035,2016-05-05,12167,1926,0,0,475,468,485
2026352035,2016-05-06,8198,1736,0,0,383,524,548
2026352035,2016-05-07,4193,1491,0,0,229,511,521
2026352035,2016-05-08,5528,1555,0,0,258,541,568
2026352035,2016-05-09,10685,1869,0,0,401,531,556
2026352035,2016-05-10,254,1141,0,0,17,357,380
2026352035,2016-05-11,8580,1698,0,0,330,523,553
2026352035,2016-05-12,8891,1364,0,0,343,456,485
2320127002,2016-04-12,10725,2124,13,9,306,,
2320127002,2016-04-13,7275,2003,0,0,335,,
2320127002,2016-04-14,3973,1696,0,0,191,,
2320127002,2016-04-15,5205,1801,0,0,245,,
2320127002,2016-04-16,5057,1724,0,0,195,,
2320127002,2016-04-17,6198,1852,0,0,249,,
2320127002,2016-04-18,6559,1905,0,7,260,,
2320127002,2016-04-19,5997,1811,0,11,228,,
2320127002,2016-04-20,7192,1922,0,11,283,,
2320127002,2016-04-21,3404,1610,1,10,127,,
2320127002,2016-04-22,5583,1851,0,0,266,,
2320127002,2016-04-23,5079,1804,0,0,242,61,69
2320127002,2016-04-24,4165,1725,0,0,204,,
2320127002,2016-04-25,3588,1654,3,5,152,,
2320127002,2016-04-26,3409,1632,0,0,147,,
2320127002,2016-04-27,1715,1481,0,0,82,,
2320127002,2016-04-28,1532,1473,0,0,76,,
2320127002,2016-04-29,924,1410,0,0,45,,
2320127002,2016-04-30,4571,1779,0,0,234,,
2320127002,2016-05-01,772,1403,0,0,40,,
2320127002,2016-05-02,3634,1613,5,6,123,,
2320127002,2016-05-03,7443,1878,20,10,206,,
2320127002,2016-05-04,1201,1426,0,0,52,,
2320127002,2016-05-05,5202,1780,0,11,223,,
2320127002,2016-05-06,4878,1742,0,0,204,,
2320127002,2016-05-07,7379,1972,0,0,319,,
2320127002,2016-05-08,5161,1821,0,0,247,,
2320127002,2016-05-09,3090,1630,0,0,145,,
2320127002,2016-05-10,6227,1899,0,0,290,,
2320127002,2016-05-11,6424,1903,0,0,300,,
2320127002,2016-05-12,2661,1125,0,0,128,,
2347167796,2016-04-12,10113,2344,28,13,320,,
2347167796,2016-04-13,10352,2038,19,32,195,467,531
2347167796,2016-04-14,10129,2010,1,48,206,445,489
2347167796,2016-04-15,10465,2133,1,24,284,452,504
2347167796,2016-04-16,22244,2670,66,72,268,,
2347167796,2016-04-17,5472,1882,1,7,249,556,602
2347167796,2016-04-18,8247,1944,11,16,206,500,557
2347167796,2016-04-19,6711,2346,0,7,382,465,514
2347167796,2016-04-20,10999,2198,11,43,269,,
2347167796,2016-04-21,10080,2048,23,26,208,460,484
2347167796,2016-04-22,7804,1946,9,27,206,405,461
2347167796,2016-04-23,16901,2629,32,35,360,374,386
2347167796,2016-04-24,9471,2187,0,0,360,442,459
2347167796,2016-04-25,9482,2095,15,11,277,433,471
2347167796,2016-04-26,5980,1861,0,0,227,436,490
2347167796,2016-04-27,11423,2194,26,9,295,448,499
2347167796,2016-04-28,5439,1854,0,0,229,408,450
2347167796,2016-04-29,42,403,0,0,4,411,473
2873212765,2016-04-12,8796,1982,2,21,356,,
2873212765,2016-04-13,7618,2004,0,8,404,,
2873212765,2016-04-14,7910,1893,0,0,331,,
2873212765,2016-04-15,8482,2063,0,0,448,,
2873212765,2016-04-16,9685,2148,47,1,305,,
2873212765,2016-04-17,2524,1529,0,8,160,,
2873212765,2016-04-18,7762,1890,1,6,311,,
2873212765,2016-04-19,7948,1956,0,0,389,,
2873212765,2016-04-20,9202,2094,22,5,378,,
2873212765,2016-04-21,8859,1970,2,10,371,,
2873212765,2016-04-22,7286,2241,46,0,366,,
2873212765,2016-04-23,9317,2021,28,5,330,,
2873212765,2016-04-24,6873,1898,46,1,190,,
2873212765,2016-04-25,7373,1907,0,0,359,,
2873212765,2016-04-26,8242,1882,2,5,309,,
2873212765,2016-04-27,3516,1966,46,0,197,,
2873212765,2016-04-28,7913,1835,28,7,213,,
2873212765,2016-04-29,7365,1780,20,23,206,,
2873212765,2016-04-30,8452,1830,5,20,248,,
2873212765,2016-05-01,7399,1739,7,18,196,,
2873212765,2016-05-02,7525,1878,0,7,334,,
2873212765,2016-05-03,7412,1906,1,6,363,,
2873212765,2016-05-04,8278,2015,0,0,420,,
2873212765,2016-05-05,8314,1971,13,23,311,,
2873212765,2016-05-06,7063,1910,0,5,370,,
2873212765,2016-05-07,4940,1897,75,11,52,,
2873212765,2016-05-08,8168,2096,46,0,326,,
2873212765,2016-05-09,7726,1906,0,0,345,,
2873212765,2016-05-10,8275,1962,0,0,373,,
2873212765,2016-05-11,6440,1826,0,0,319,,
2873212765,2016-05-12,7566,1431,0,0,268,,
3372868164,2016-04-12,4747,1788,0,0,280,,
3372868164,2016-04-13,9715,2093,16,8,371,,
3372868164,2016-04-14,8844,2065,6,25,370,,
3372868164,2016-04-15,7451,1908,0,0,335,,
3372868164,2016-04-16,6905,1908,0,0,356,,
3372868164,2016-04-17,8199,1964,11,2,322,,
3372868164,2016-04-18,6798,2014,20,7,343,,
3372868164,2016-04-19,7711,1985,0,0,376,,
3372868164,2016-04-20,4880,1867,15,3,274,,
3372868164,2016-04-21,8857,2124,18,9,376,,
3372868164,2016-04-22,3843,1669,0,0,206,,
3372868164,2016-04-23,7396,1995,20,2,303,,
3372868164,2016-04-24,6731,1921,14,7,292,,
3372868164,2016-04-25,5995,2010,0,0,416,,
3372868164,2016-04-26,8283,2057,22,2,333,,
3372868164,2016-04-27,7904,2095,24,13,346,,
3372868164,2016-04-28,5512,1972,0,0,385,,
3372868164,2016-04-29,9135,2044,0,0,402,,
3372868164,2016-04-30,5250,1946,17,4,300,,
3372868164,2016-05-01,3077,1237,0,0,172,,
3977333714,2016-04-12,8856,1450,44,19,131,274,469
3977333714,2016-04-13,10035,1495,31,46,153,295,456
3977333714,2016-04-14,7641,1433,5,23,214,291,397
3977333714,2016-04-15,9010,1468,15,42,183,424,556
3977333714,2016-04-16,13459,1625,31,83,153,283,510
3977333714,2016-04-17,10415,1529,11,58,205,381,566
3977333714,2016-04-18,11663,1584,4,95,214,412,522
3977333714,2016-04-19,12414,1638,19,67,221,219,395
3977333714,2016-04-20,11658,1554,2,98,164,152,305
3977333714,2016-04-21,6093,1397,0,0,242,332,512
3977333714,2016-04-22,8911,1481,33,12,188,355,476
3977333714,2016-04-23,12058,1638,0,92,252,235,372
3977333714,2016-04-24,14112,1655,30,95,129,310,526
3977333714,2016-04-25,11177,1570,50,9,133,262,467
3977333714,2016-04-26,11388,1551,7,95,170,250,371
3977333714,2016-04-27,7193,1377,0,10,176,349,540
3977333714,2016-04-28,7114,1407,15,8,190,261,423
3977333714,2016-04-29,10645,1545,36,32,150,333,478
3977333714,2016-04-30,13238,1650,43,52,194,237,382
3977333714,2016-05-01,10414,1501,41,40,124,383,626
3977333714,2016-05-02,16520,1760,24,143,176,230,384
3977333714,2016-05-03,14335,1710,47,41,258,292,500
3977333714,2016-05-04,13559,1628,14,96,142,213,336
3977333714,2016-05-05,12312,1618,14,88,178,318,480
3977333714,2016-05-06,11677,1590,29,55,168,323,512
3977333714,2016-05-07,11550,1574,0,86,208,237,443
3977333714,2016-05-08,13585,1633,9,116,171,259,456
3977333714,2016-05-09,14687,1667,8,122,151,,
3977333714,2016-05-10,13072,1630,1,115,196,312,452
3977333714,2016-05-11,746,52,4,0,9,,
4020332650,2016-04-12,8539,3654,4,15,331,501,541
4020332650,2016-04-13,0,1981,0,0,0,,
4020332650,2016-04-14,108,2011,0,0,3,,
4020332650,2016-04-15,1882,2951,36,18,87,,
4020332650,2016-04-16,1982,3051,65,21,55,77,77
4020332650,2016-04-17,16,1990,0,0,2,,
4020332650,2016-04-18,62,1995,0,0,2,,
4020332650,2016-04-19,0,1980,0,0,0,,
4020332650,2016-04-20,0,1980,0,0,0,,
4020332650,2016-04-21,0,1980,0,0,0,,
4020332650,2016-04-22,0,1980,0,0,0,,
4020332650,2016-04-23,0,1980,0,0,0,,
4020332650,2016-04-24,0,1980,0,0,0,,
4020332650,2016-04-25,0,1980,0,0,0,,
4020332650,2016-04-26,0,1980,0,0,0,,
4020332650,2016-04-27,0,1980,0,0,0,,
4020332650,2016-04-28,0,1980,0,0,0,,
4020332650,2016-04-29,0,1980,0,0,0,,
4020332650,2016-04-30,0,1980,0,0,0,,
4020332650,2016-05-01,0,1980,0,0,0,,
4020332650,2016-05-02,475,2207,0,11,31,,
4020332650,2016-05-03,4496,2828,0,0,174,322,332
4020332650,2016-05-04,10252,3879,13,46,346,478,536
4020332650,2016-05-05,11728,3429,38,42,196,226,248
4020332650,2016-05-06,4369,2704,0,0,177,385,408
4020332650,2016-05-07,6132,2975,0,0,184,,
4020332650,2016-05-08,5862,3089,0,0,263,364,402
4020332650,2016-05-09,4556,2785,3,5,173,,
4020332650,2016-05-10,5546,2926,0,0,206,442,494
4020332650,2016-05-11,3689,2645,2,8,134,,
4020332650,2016-05-12,590,1120,0,0,21,,
4057192912,2016-04-12,5394,2286,0,0,164,,
4057192912,2016-04-13,5974,2306,0,0,160,,
4057192912,2016-04-14,0,1776,0,0,0,,
4057192912,2016-04-15,3984,1527,3,6,88,,
4319703577,2016-04-12,7753,2115,0,0,0,,
4319703577,2016-04-13,8204,2135,8,15,96,,
4319703577,2016-04-14,10210,2302,1,9,339,535,557
4319703577,2016-04-15,5664,1985,0,0,228,465,491
4319703577,2016-04-16,4744,1884,0,0,194,506,522
4319703577,2016-04-17,29,1464,0,0,3,,
4319703577,2016-04-18,2276,1632,1,9,58,515,551
4319703577,2016-04-19,8925,2200,0,0,311,461,498
4319703577,2016-04-20,8954,2220,0,18,306,523,543
4319703577,2016-04-21,3702,1792,0,0,34,59,65
4319703577,2016-04-22,4500,1886,1,19,176,533,550
4319703577,2016-04-23,4935,1945,0,0,233,692,722
4319703577,2016-04-24,4081,1880,1,5,191,467,501
4319703577,2016-04-25,9259,2314,0,8,390,488,506
4319703577,2016-04-26,9899,2236,8,21,288,505,516
4319703577,2016-04-27,10780,2324,6,47,300,286,307
4319703577,2016-04-28,10817,2367,13,8,359,497,522
4319703577,2016-04-29,7990,2175,6,18,289,523,546
4319703577,2016-04-30,8221,2092,6,38,196,490,516
4319703577,2016-05-01,1251,1593,0,0,67,484,500
4319703577,2016-05-02,9261,2270,0,11,344,478,506
4319703577,2016-05-03,9648,2235,8,26,287,474,512
4319703577,2016-05-04,10429,2282,8,13,313,,
4319703577,2016-05-05,13658,2530,27,34,328,,
4319703577,2016-05-06,9524,2266,6,11,314,450,491
4319703577,2016-05-07,7937,2158,3,28,279,507,530
4319703577,2016-05-08,3672,1792,0,0,153,602,638
4319703577,2016-05-09,10378,2345,2,14,374,535,565
4319703577,2016-05-10,9487,2260,3,12,329,487,517
4319703577,2016-05-11,9129,2232,3,18,311,529,558
4319703577,2016-05-12,17,257,0,0,2,302,321
4388161847,2016-04-12,10122,2955,0,0,0,,
4388161847,2016-04-13,10993,3092,1,14,150,,
4388161847,2016-04-14,8863,2998,10,35,219,,
4388161847,2016-04-15,8758,3066,0,0,299,499,526
4388161847,2016-04-16,6580,3073,6,9,253,426,448
4388161847,2016-04-17,4660,2572,0,0,201,619,641
4388161847,2016-04-18,11009,3274,27,8,239,99,104
4388161847,2016-04-19,10181,3015,20,16,249,329,338
4388161847,2016-04-20,10553,3083,19,42,228,421,451
4388161847,2016-04-21,10055,3069,7,12,272,442,458
4388161847,2016-04-22,12139,3544,77,25,220,82,85
4388161847,2016-04-23,13236,3306,58,5,215,478,501
4388161847,2016-04-24,10243,2885,14,8,239,552,595
4388161847,2016-04-25,12961,3288,11,31,301,,
4388161847,2016-04-26,9461,2929,14,23,224,319,346
4388161847,2016-04-27,11193,3074,11,48,241,439,500
4388161847,2016-04-28,10074,2969,19,9,234,428,458
4388161847,2016-04-29,9232,2979,13,16,236,,
4388161847,2016-04-30,12533,3283,14,43,300,409,430
4388161847,2016-05-01,10255,2926,12,15,241,547,597
4388161847,2016-05-02,10096,3147,33,4,204,368,376
4388161847,2016-05-03,12727,3290,18,18,306,,
4388161847,2016-05-04,12375,3162,35,21,251,390,414
4388161847,2016-05-05,9603,2899,12,39,199,471,495
4388161847,2016-05-06,13175,3425,33,45,262,,
4388161847,2016-05-07,22770,4022,120,56,260,472,496
4388161847,2016-05-08,17298,3934,107,38,178,529,541
4388161847,2016-05-09,10218,3013,6,19,258,62,65
4388161847,2016-05-10,10299,3061,13,14,267,354,375
4388161847,2016-05-11,10201,2954,8,18,256,469,494
4388161847,2016-05-12,3369,1623,0,0,108,,
4445114986,2016-04-12,3276,2113,0,0,196,429,457
4445114986,2016-04-13,2961,2095,0,0,194,370,406
4445114986,2016-04-14,3974,2194,0,0,231,441,492
4445114986,2016-04-15,7198,2496,0,0,350,337,379
4445114986,2016-04-16,3945,2180,0,0,225,462,499
4445114986,2016-04-17,2268,1933,0,0,114,98,107
4445114986,2016-04-18,6155,2248,25,6,162,,
4445114986,2016-04-19,2064,1954,0,0,121,388,424
4445114986,2016-04-20,2072,1974,0,0,137,439,462
4445114986,2016-04-21,3809,2150,0,0,215,436,469
4445114986,2016-04-22,6831,2432,0,0,317,388,417
4445114986,2016-04-23,4363,2149,0,0,201,,
4445114986,2016-04-24,5002,2247,0,0,244,,
4445114986,2016-04-25,3385,2070,0,0,179,328,345
4445114986,2016-04-26,6326,2291,29,1,180,353,391
4445114986,2016-04-27,7243,2361,32,1,194,332,374
4445114986,2016-04-28,4493,2203,0,0,236,419,442
4445114986,2016-04-29,4676,2196,0,0,226,106,108
4445114986,2016-04-30,6222,2363,0,0,290,322,353
4445114986,2016-05-01,5232,2246,0,0,240,439,459
4445114986,2016-05-02,6910,2336,27,4,200,502,542
4445114986,2016-05-03,7502,2421,30,2,233,417,450
4445114986,2016-05-04,2923,2070,0,0,180,337,363
4445114986,2016-05-05,3800,2120,2,6,185,462,513
4445114986,2016-05-06,4514,2211,0,0,229,374,402
4445114986,2016-05-07,5183,2123,26,4,108,401,436
4445114986,2016-05-08,7303,2423,0,8,308,361,391
4445114986,2016-05-09,5275,2281,0,0,266,457,533
4445114986,2016-05-10,3915,2181,0,0,231,405,426
4445114986,2016-05-11,9105,2499,34,22,232,499,530
4445114986,2016-05-12,768,1212,0,0,58,483,501
4558609924,2016-04-12,5135,1909,0,0,318,,
4558609924,2016-04-13,4978,1722,19,7,127,,
4558609924,2016-04-14,6799,1922,0,0,279,,
4558609924,2016-04-15,7795,2121,17,30,262,,
4558609924,2016-04-16,7289,1997,8,12,308,,
4558609924,2016-04-17,9634,2117,7,19,304,,
4558609924,2016-04-18,8940,2116,14,15,331,,
4558609924,2016-04-19,5401,1876,1,9,248,,
4558609924,2016-04-20,4803,1788,0,0,222,,
4558609924,2016-04-21,13743,2486,6,21,432,126,137
4558609924,2016-04-22,9601,2094,20,25,273,,
4558609924,2016-04-23,6890,2085,5,5,308,,
4558609924,2016-04-24,8563,2173,0,0,395,,
4558609924,2016-04-25,8095,2225,18,10,340,,
4558609924,2016-04-26,9148,2223,12,41,283,103,121
4558609924,2016-04-27,9557,2098,27,14,312,,
4558609924,2016-04-28,9451,2185,1,11,367,,
4558609924,2016-04-29,7833,1918,15,29,197,171,179
4558609924,2016-04-30,10319,2105,7,29,293,,
4558609924,2016-05-01,3428,1692,0,0,190,115,129
4558609924,2016-05-02,7891,2066,0,0,383,,
4558609924,2016-05-03,5267,1953,21,10,237,,
4558609924,2016-05-04,5232,1842,0,0,252,,
4558609924,2016-05-05,10611,2262,14,8,370,,
4558609924,2016-05-06,3755,1722,0,0,202,,
4558609924,2016-05-07,8237,1973,23,16,233,,
4558609924,2016-05-08,6543,2666,66,35,238,123,134
4558609924,2016-05-09,11451,2223,6,30,339,,
4558609924,2016-05-10,6435,1889,11,18,220,,
4558609924,2016-05-11,9108,2131,4,31,324,,
4558609924,2016-05-12,6307,1452,0,0,247,,
4702921684,2016-04-12,7213,2947,0,0,263,425,439
4702921684,2016-04-13,6877,2898,0,0,258,400,430
4702921684,2016-04-14,7860,2984,0,0,271,384,415
4702921684,2016-04-15,6506,2896,1,8,256,253,257
4702921684,2016-04-16,11140,3328,3,24,335,382,406
4702921684,2016-04-17,12692,3394,12,66,302,591,612
4702921684,2016-04-18,9105,3013,22,30,191,293,312
4702921684,2016-04-19,6708,2812,10,8,179,457,487
4702921684,2016-04-20,8793,3061,2,29,260,454,468
4702921684,2016-04-21,6530,2729,4,41,144,425,434
4702921684,2016-04-22,1664,2241,0,0,72,,
4702921684,2016-04-23,15126,3691,9,66,408,465,475
4702921684,2016-04-24,15050,3538,15,95,281,480,506
4702921684,2016-04-25,9167,3064,6,15,270,370,380
